"Date","Date","Min°F","Avg°F","Max°F","Avg1.5m DP°F","Avg1.5m RH%","2 in.°F","Min°F","Avg°F","Avg 2in.SWPkPa","Avg 8in.SWPkPa","TotPrecin","TotalSolarRadMJ/m²","EToin","ETrin"
"2015/05/12","12","45.1","56.2","67.0","40.6","57.3","57.7","56.9","58.7","NA","NA","0.00","10.77","0.11","0.15"
"2015/05/13","13","47.9","50.7","55.3","44.7","80.7","55.1","55.8","56.8","NA","NA","0.32","7.77","0.06","0.08"
"2015/05/14","14","45.7","55.9","68.6","44.4","69.2","58.8","53.8","56.8","NA","NA","0.00","23.46","0.16","0.20"
"2015/05/15","15","43.1","58.9","77.9","43.7","63.0","60.7","54.3","58.4","NA","NA","0.00","26.52","0.20","0.25"
"2015/05/16","16","42.4","61.8","78.0","45.8","60.7","63.5","56.6","60.7","NA","NA","0.01","26.26","0.19","0.24"
"2015/05/17","17","51.0","61.3","74.1","47.9","67.2","63.9","59.6","62.4","NA","NA","0.01","21.41","0.16","0.20"
"2015/05/18","18","39.0","58.9","75.7","40.3","56.8","63.2","57.9","62.0","NA","NA","0.00","28.14","0.19","0.24"
"2015/05/19","19","38.6","60.0","78.7","41.6","57.5","64.1","58.1","62.4","NA","NA","0.00","28.63","0.19","0.24"
"2015/05/20","20","43.0","63.2","81.0","42.2","52.6","65.6","59.2","63.4","NA","NA","0.00","29.11","0.22","0.29"
"2015/05/21","21","45.7","65.5","85.9","44.1","52.7","67.6","60.5","64.8","NA","NA","0.00","28.33","0.23","0.29"
"2015/05/22","22","47.7","64.0","84.5","49.7","63.8","67.4","61.9","65.3","NA","NA","0.00","22.04","0.18","0.23"
"2015/05/23","23","46.3","66.3","87.4","42.1","52.4","68.4","61.2","65.4","NA","NA","0.00","29.59","0.24","0.30"
"2015/05/24","24","47.2","61.2","80.8","48.6","67.7","66.0","62.5","65.0","NA","NA","0.32","17.24","0.17","0.22"
"2015/05/25","25","49.9","57.9","67.4","52.8","83.8","63.4","60.4","62.8","NA","NA","0.09","19.16","0.13","0.15"
"2015/05/26","26","46.4","55.6","69.1","50.4","84.5","61.6","59.0","61.5","NA","NA","0.00","18.03","0.12","0.14"
"2015/05/27","27","49.0","62.1","76.6","51.6","72.3","63.9","59.2","62.2","NA","NA","0.00","22.61","0.17","0.20"
"2015/05/28","28","47.2","64.3","80.2","53.4","71.7","65.5","60.1","63.3","NA","NA","0.36","21.69","0.17","0.20"
"2015/05/29","29","54.1","63.8","83.0","56.8","81.0","66.8","61.6","64.8","NA","NA","0.21","23.56","0.20","0.26"
"2015/05/30","30","54.4","65.9","81.5","57.3","76.7","67.3","62.2","65.5","NA","NA","0.04","23.90","0.19","0.22"
"2015/05/31","31","52.3","65.7","82.1","54.2","70.6","67.3","63.1","65.9","NA","NA","0.00","20.99","0.17","0.21"
"2015/06/01","1","52.3","65.0","78.6","56.0","75.0","65.5","62.3","64.7","NA","NA","0.47","16.68","0.14","0.17"
"2015/06/02","2","53.2","57.6","63.2","55.3","92.1","61.5","61.8","63.0","NA","NA","0.49","5.27","0.04","0.05"
"2015/06/03","3","49.3","58.1","66.2","49.8","75.6","60.7","59.5","60.9","NA","NA","0.00","12.34","0.10","0.12"
"2015/06/04","4","52.3","60.8","73.1","54.1","80.5","63.2","59.9","61.9","NA","NA","0.06","17.20","0.13","0.15"
"2015/06/05","5","46.3","64.1","81.1","53.2","71.7","65.8","59.3","63.2","NA","NA","0.00","30.67","0.22","0.26"
"2015/06/06","6","49.1","68.3","87.1","54.8","66.9","68.1","61.6","65.5","NA","NA","0.00","29.52","0.23","0.29"
"2015/06/07","7","52.6","72.3","92.8","55.3","61.7","70.6","63.8","67.7","NA","NA","0.00","29.85","0.26","0.32"
"2015/06/08","8","53.4","73.8","95.2","54.9","57.9","73.5","66.3","70.4","NA","NA","0.00","30.30","0.26","0.32"
"2015/06/09","9","48.3","71.1","92.2","49.2","53.5","73.4","67.1","71.4","NA","NA","0.00","31.34","0.27","0.33"
"2015/06/10","10","48.9","70.3","89.9","51.5","57.2","73.4","67.8","71.8","NA","NA","0.00","29.42","0.24","0.30"
"2015/06/11","11","48.7","70.2","89.7","48.4","52.9","73.3","68.2","72.1","NA","NA","0.00","30.38","0.27","0.35"
"2015/06/12","12","46.2","62.7","78.2","38.0","43.8","71.3","68.0","71.2","NA","NA","0.00","26.23","0.23","0.31"
"2015/06/13","13","35.0","57.1","76.2","37.6","53.2","68.7","64.6","68.7","NA","NA","0.00","28.93","0.21","0.26"
"2015/06/14","14","40.3","61.5","81.8","39.5","52.7","69.6","64.6","68.8","NA","NA","0.00","31.73","0.24","0.30"
"2015/06/15","15","45.6","65.3","84.3","44.5","52.5","71.3","65.8","69.9","NA","NA","0.00","30.02","0.24","0.31"
"2015/06/16","16","45.9","68.3","89.8","45.4","51.2","72.4","66.6","70.7","NA","NA","0.00","30.23","0.26","0.33"
"2015/06/17","17","51.7","69.8","87.8","45.8","47.7","73.4","68.5","71.8","NA","NA","0.00","30.07","0.26","0.33"
"2015/06/18","18","54.6","68.3","83.6","46.1","49.0","71.8","69.1","71.4","NA","NA","0.00","19.62","0.19","0.25"
"2015/06/19","19","47.9","65.9","81.6","43.1","49.7","71.7","67.4","70.5","NA","NA","0.00","28.56","0.23","0.30"
"2015/06/20","20","39.7","62.4","81.0","38.5","47.7","70.7","66.7","70.2","NA","NA","0.00","31.23","0.23","0.30"
"2015/06/21","21","51.1","66.2","81.6","40.4","42.4","71.1","67.2","70.2","NA","NA","0.00","28.59","0.25","0.33"
"2015/06/22","22","42.0","64.7","83.6","43.1","52.5","69.4","66.6","69.4","NA","NA","0.00","22.98","0.20","0.25"
"2015/06/23","23","44.0","66.4","86.2","46.2","54.3","70.5","65.8","69.2","NA","NA","0.00","28.14","0.23","0.29"
"2015/06/24","24","49.7","69.1","87.6","49.3","55.4","71.7","67.4","70.2","NA","NA","0.00","21.32","0.19","0.24"
"2015/06/25","25","52.7","74.7","92.7","49.7","48.0","75.2","68.5","71.9","NA","NA","0.00","30.41","0.27","0.34"
"2015/06/26","26","51.0","77.0","98.9","51.8","48.5","76.8","69.9","73.7","NA","NA","0.00","30.22","0.27","0.35"
"2015/06/27","27","56.6","80.2","102.8","53.8","47.4","78.5","71.6","75.2","NA","NA","0.00","29.24","0.29","0.38"
"2015/06/28","28","62.6","85.0","106.9","55.7","43.5","81.3","73.7","77.1","NA","NA","0.00","28.65","0.30","0.39"
"2015/06/29","29","63.3","79.3","94.0","62.1","59.3","78.4","75.6","77.2","NA","NA","0.06","15.43","0.19","0.26"
"2015/06/30","30","58.7","76.8","95.0","56.4","57.0","77.5","71.8","75.1","NA","NA","0.00","30.31","0.29","0.37"
"2015/07/01","1","58.4","79.2","96.0","52.1","44.5","79.2","72.7","76.2","NA","NA","0.00","30.32","0.31","0.41"
"2015/07/02","2","57.8","79.5","100.0","50.7","43.0","80.2","73.4","77.0","NA","NA","0.00","30.17","0.31","0.41"
"2015/07/03","3","57.2","79.5","102.8","48.6","41.1","80.6","73.9","77.6","NA","NA","0.00","29.52","0.32","0.42"
"2015/07/04","4","58.1","82.0","100.7","43.2","31.7","80.8","74.3","77.8","NA","NA","0.00","29.28","0.36","0.51"
"2015/07/05","5","61.6","79.3","92.0","40.0","26.3","81.0","75.2","78.2","NA","NA","0.00","28.90","0.32","0.45"
"2015/07/06","6","51.3","73.2","92.7","46.0","43.6","78.3","73.7","76.9","NA","NA","0.00","26.23","0.24","0.31"
"2015/07/07","7","55.6","72.1","90.3","51.5","51.7","76.0","73.1","75.6","NA","NA","0.00","17.75","0.18","0.24"
"2015/07/08","8","54.6","75.9","97.2","49.3","47.9","78.4","72.0","75.5","NA","NA","0.00","27.77","0.26","0.34"
"2015/07/09","9","52.8","76.4","100.2","47.9","43.7","78.9","72.7","76.2","NA","NA","0.00","26.41","0.26","0.33"
"2015/07/10","10","54.4","77.7","96.4","50.9","43.3","78.6","73.4","76.4","NA","NA","0.00","23.15","0.27","0.36"
"2015/07/11","11","64.4","70.0","74.9","59.5","70.2","74.2","73.9","75.3","NA","NA","0.01","11.34","0.12","0.16"
"2015/07/12","12","59.1","71.6","84.5","49.7","49.7","74.7","71.1","73.4","NA","NA","0.00","23.69","0.24","0.32"
"2015/07/13","13","53.1","67.9","81.8","51.5","58.0","71.6","70.5","72.3","NA","NA","0.10","18.06","0.18","0.24"
"2015/07/14","14","50.5","69.2","87.6","49.5","55.4","69.9","67.9","70.3","NA","NA","0.00","19.98","0.20","0.27"
"2015/07/15","15","47.8","70.2","90.2","43.6","44.7","71.9","67.1","70.5","NA","NA","0.00","25.77","0.24","0.32"
"2015/07/16","16","51.8","68.3","81.2","37.2","36.9","72.9","68.7","71.6","NA","NA","0.00","27.25","0.26","0.35"
"2015/07/17","17","45.7","70.2","87.5","39.9","36.9","73.8","68.0","71.5","NA","NA","0.00","29.06","0.28","0.38"
"2015/07/18","18","51.6","72.4","92.0","43.9","41.5","76.3","69.4","73.0","NA","NA","0.00","28.52","0.25","0.31"
"2015/07/19","19","52.4","76.0","96.7","48.6","43.0","76.4","70.8","73.8","NA","NA","0.00","21.42","0.23","0.31"
"2015/07/20","20","61.7","79.1","97.2","47.8","37.5","79.4","71.7","74.9","NA","NA","0.00","27.49","0.29","0.39"
"2015/07/21","21","52.7","71.6","89.5","40.4","36.8","77.5","72.1","75.3","NA","NA","0.00","26.96","0.27","0.37"
"2015/07/22","22","52.4","69.0","84.9","38.6","35.2","76.3","71.3","74.3","NA","NA","0.00","27.37","0.26","0.35"
"2015/07/23","23","44.1","67.0","86.5","38.8","40.9","74.2","70.0","73.3","NA","NA","0.00","25.66","0.24","0.33"
"2015/07/24","24","50.1","69.3","86.7","42.9","41.2","75.7","69.9","73.2","NA","NA","0.00","27.91","0.25","0.34"
"2015/07/25","25","56.2","67.4","78.7","50.0","56.2","72.1","71.0","72.6","NA","NA","0.00","13.65","0.15","0.21"
"2015/07/26","26","45.4","60.7","72.2","46.6","61.8","69.1","67.9","70.0","NA","NA","0.06","18.32","0.15","0.19"
"2015/07/27","27","49.0","63.4","77.0","45.1","55.4","69.2","66.3","68.6","NA","NA","0.00","24.43","0.20","0.27"
"2015/07/28","28","39.8","63.4","81.7","41.8","52.1","69.0","64.9","68.0","NA","NA","0.00","21.74","0.18","0.23"
"2015/07/29","29","44.0","70.0","91.7","39.8","41.6","73.6","66.0","69.7","NA","NA","0.00","28.18","0.25","0.33"
"2015/07/30","30","45.7","73.5","98.5","38.2","34.8","76.2","68.1","71.9","NA","NA","0.00","28.33","0.28","0.39"
"2015/07/31","31","45.2","75.5","102.4","34.9","30.6","77.6","69.4","73.3","NA","NA","0.00","28.42","0.29","0.40"
"2015/08/01","1","50.4","75.2","99.3","32.3","26.5","76.8","70.5","73.8","NA","NA","0.00","24.54","0.27","0.38"
"2015/08/02","2","47.1","71.6","98.0","36.2","32.4","75.6","69.8","73.0","NA","NA","0.00","22.84","0.24","0.33"
"2015/08/03","3","52.4","73.1","90.5","43.0","37.2","74.0","70.5","72.8","NA","NA","0.00","13.50","0.19","0.27"
"2015/08/04","4","52.5","73.0","89.3","46.9","45.1","75.5","69.9","72.5","NA","NA","0.00","21.25","0.22","0.31"
"2015/08/05","5","45.3","68.3","86.2","37.9","37.1","75.3","69.3","72.5","NA","NA","0.00","25.07","0.25","0.36"
"2015/08/06","6","47.5","65.4","80.1","42.7","46.4","73.3","69.7","72.1","NA","NA","0.00","19.91","0.18","0.24"
"2015/08/07","7","43.3","66.2","87.5","41.0","47.2","73.8","67.5","71.0","NA","NA","0.00","26.76","0.22","0.29"
"2015/08/08","8","44.0","68.8","91.2","40.7","41.6","74.4","68.4","71.8","NA","NA","0.00","23.24","0.22","0.30"
"2015/08/09","9","54.1","68.8","83.2","47.8","48.5","72.0","69.3","71.1","NA","NA","0.00","12.34","0.15","0.21"
"2015/08/10","10","60.5","77.9","95.0","48.8","40.3","76.5","69.1","71.6","NA","NA","0.00","20.41","0.23","0.32"
"2015/08/11","11","55.4","77.9","99.0","48.0","41.9","78.3","70.7","73.5","NA","NA","0.00","22.76","0.26","0.37"
"2015/08/12","12","60.7","81.3","102.3","44.7","31.1","79.8","71.5","74.7","NA","NA","0.00","23.97","0.30","0.43"
"2015/08/13","13","54.9","81.0","102.6","47.3","35.4","80.4","72.6","75.7","NA","NA","0.00","22.93","0.27","0.38"
"2015/08/14","14","58.9","77.5","94.1","46.8","37.4","79.0","73.5","75.9","NA","NA","0.00","18.66","0.27","0.40"
"2015/08/15","15","61.5","69.8","81.0","45.8","44.3","77.6","73.0","75.1","NA","NA","0.00","19.95","0.22","0.32"
"2015/08/16","16","50.0","67.1","84.6","44.6","51.0","75.1","70.8","73.5","NA","NA","0.00","21.97","0.20","0.26"
"2015/08/17","17","54.4","70.4","87.9","41.1","38.4","74.6","70.3","72.6","NA","NA","0.00","18.70","0.20","0.28"
"2015/08/18","18","50.1","70.0","90.4","41.3","40.7","74.5","68.7","71.9","NA","NA","0.00","23.27","0.23","0.31"
"2015/08/19","19","50.4","72.3","93.8","42.4","40.1","75.2","69.4","72.4","NA","NA","0.00","21.27","0.23","0.32"
"2015/08/20","20","54.5","67.5","81.9","47.4","50.0","71.3","69.7","71.5","NA","NA","0.00","11.56","0.14","0.18"
"2015/08/21","21","52.9","65.2","78.5","40.5","43.5","68.6","67.8","69.4","NA","NA","0.00","13.47","0.17","0.25"
"2015/08/22","22","42.0","61.4","80.3","35.0","43.8","68.6","65.2","68.0","NA","NA","0.00","22.68","0.18","0.24"
"2015/08/23","23","40.1","62.3","87.3","33.6","40.3","67.7","64.7","67.6","NA","NA","0.00","19.36","0.19","0.27"
"2015/08/24","24","43.6","64.0","86.4","38.4","42.7","67.3","64.8","67.2","NA","NA","0.00","14.22","0.15","0.21"
"2015/08/25","25","42.5","65.7","89.3","39.2","43.7","68.5","64.1","66.9","NA","NA","0.00","18.61","0.18","0.26"
"2015/08/26","26","47.8","68.5","93.5","38.6","37.8","68.5","64.8","67.2","NA","NA","0.00","16.02","0.20","0.30"
"2015/08/27","27","47.7","69.2","92.0","41.8","42.8","69.2","65.3","67.6","NA","NA","0.02","15.43","0.19","0.28"
"2015/08/28","28","58.0","67.8","81.9","46.1","47.2","67.0","66.3","67.4","NA","NA","0.00","5.47","0.11","0.16"
"2015/08/29","29","57.3","65.8","79.4","46.9","51.6","65.7","65.2","66.3","NA","NA","0.00","7.53","0.13","0.20"
"2015/08/30","30","47.5","59.4","71.2","47.3","66.6","61.6","63.3","64.4","NA","NA","0.09","9.99","0.11","0.15"
"2015/08/31","31","46.8","58.7","68.0","47.4","67.1","58.9","60.8","61.9","NA","NA","0.00","7.49","0.09","0.12"
"2015/09/01","1","46.1","61.8","76.7","46.9","62.6","61.9","59.7","61.8","NA","NA","0.00","17.92","0.15","0.20"
"2015/09/02","2","47.8","62.8","75.0","41.4","50.5","63.8","62.0","63.5","NA","NA","0.02","17.85","0.16","0.22"
"2015/09/03","3","40.7","55.6","70.9","37.4","56.7","60.3","60.4","62.4","NA","NA","0.02","18.27","0.14","0.19"
"2015/09/04","4","32.4","54.6","73.7","33.7","51.5","60.3","57.9","61.1","NA","NA","0.00","21.82","0.16","0.22"
"2015/09/05","5","48.7","52.8","57.6","47.6","84.3","58.6","60.5","61.6","NA","NA","0.38","4.14","0.04","0.05"
"2015/09/06","6","41.3","50.5","58.2","45.3","83.7","55.7","58.0","59.0","NA","NA","0.00","7.57","0.05","0.07"
"2015/09/07","7","36.1","49.9","66.9","43.7","82.0","54.1","54.4","56.9","NA","NA","0.00","11.66","0.08","0.10"
"2015/09/08","8","42.1","55.3","73.6","47.5","78.1","56.1","55.2","57.4","NA","NA","0.00","11.89","0.10","0.13"
"2015/09/09","9","46.5","61.1","79.5","48.2","68.2","60.8","56.4","59.6","NA","NA","0.00","18.41","0.14","0.18"
"2015/09/10","10","45.6","63.8","85.0","47.5","61.9","63.0","58.1","61.8","NA","NA","0.00","20.23","0.16","0.22"
"2015/09/11","11","48.1","66.8","90.8","48.2","57.9","65.2","60.0","63.8","NA","NA","0.00","20.34","0.18","0.24"
"2015/09/12","12","45.3","66.9","92.3","47.8","57.8","65.7","61.4","65.0","NA","NA","0.00","19.87","0.18","0.24"
"2015/09/13","13","45.6","62.4","80.4","43.7","56.0","63.0","61.9","64.4","NA","NA","0.00","12.60","0.13","0.19"
"2015/09/14","14","44.3","53.6","60.6","39.2","59.6","57.7","59.9","61.3","NA","NA","0.00","6.92","0.07","0.10"
"2015/09/15","15","38.7","52.0","63.5","36.9","60.8","56.9","57.0","59.1","NA","NA","0.00","12.89","0.10","0.13"
"2015/09/16","16","38.1","50.8","67.6","35.2","60.1","56.2","55.5","58.1","NA","NA","0.00","15.07","0.10","0.14"
"2015/09/17","17","37.4","50.6","64.2","41.6","72.8","55.2","55.7","57.6","NA","NA","0.00","8.62","0.07","0.10"
"2015/09/18","18","44.3","55.7","69.0","44.5","69.8","57.2","55.7","57.6","NA","NA","0.00","11.26","0.09","0.12"
"2015/09/19","19","41.7","57.0","74.4","44.6","66.9","58.0","55.8","58.2","NA","NA","0.00","12.20","0.11","0.15"
"2015/09/20","20","50.8","66.7","81.6","48.7","56.8","62.2","57.7","60.3","NA","NA","0.00","15.37","0.16","0.23"
"2015/09/21","21","43.6","62.9","76.1","43.1","51.3","65.2","61.5","63.6","NA","NA","0.00","17.87","0.15","0.21"
"2015/09/22","22","36.2","54.8","76.7","36.9","57.1","59.4","58.4","61.5","NA","NA","0.00","18.31","0.14","0.21"
"2015/09/23","23","33.3","53.8","76.7","35.6","57.9","57.5","56.6","59.7","NA","NA","0.00","17.51","0.12","0.17"
"2015/09/24","24","35.4","53.6","79.0","32.5","50.5","56.2","55.8","58.4","NA","NA","0.00","12.72","0.11","0.16"
"2015/09/25","25","35.2","58.1","81.9","37.7","52.9","57.8","55.3","58.2","NA","NA","0.00","14.09","0.12","0.18"
"2015/09/26","26","43.6","60.4","73.5","36.1","45.4","61.2","58.9","60.6","NA","NA","0.00","14.26","0.13","0.20"
"2015/09/27","27","34.0","50.8","71.4","28.8","47.7","56.0","55.7","58.6","NA","NA","0.00","17.40","0.13","0.20"
"2015/09/28","28","34.6","52.0","75.1","31.8","50.8","55.2","54.2","57.1","NA","NA","0.00","17.08","0.13","0.19"
"2015/09/29","29","33.9","52.9","78.3","32.2","51.3","54.9","53.5","56.6","NA","NA","0.00","16.80","0.13","0.19"
"2015/09/30","30","37.3","56.5","82.7","33.8","47.9","55.9","53.8","56.8","NA","NA","0.00","16.48","0.16","0.24"
"2015/10/01","1","45.9","59.5","79.4","37.4","46.6","58.2","55.7","57.9","NA","NA","0.00","12.95","0.12","0.19"
"2015/10/02","2","40.5","58.3","76.7","40.5","55.0","57.1","55.4","57.7","NA","NA","0.00","11.11","0.13","0.19"
"2015/10/03","3","45.6","60.9","76.6","44.4","58.4","60.8","57.6","59.3","NA","NA","0.00","14.44","0.14","0.22"
"2015/10/04","4","37.2","52.8","74.0","37.7","61.6","56.7","55.5","58.1","NA","NA","0.00","15.30","0.10","0.15"
"2015/10/05","5","33.9","52.2","75.9","37.6","62.9","55.1","53.9","56.6","NA","NA","0.00","14.56","0.10","0.14"
"2015/10/06","6","33.1","54.0","74.6","38.4","60.9","54.5","53.2","55.7","NA","NA","0.00","11.10","0.08","0.12"
"2015/10/07","7","51.4","54.6","57.3","49.1","82.6","56.4","56.1","56.8","NA","NA","0.11","3.33","0.03","0.04"
"2015/10/08","8","54.5","58.1","65.3","54.3","87.8","58.5","56.6","57.5","NA","NA","0.00","6.22","0.05","0.06"
"2015/10/09","9","47.7","59.0","74.3","52.4","81.2","57.7","55.9","57.6","NA","NA","0.00","8.87","0.07","0.10"
"2015/10/10","10","47.7","60.9","77.5","50.9","72.7","57.8","56.0","57.8","NA","NA","0.01","9.64","0.11","0.16"
"2015/10/11","11","42.5","56.2","67.7","37.0","53.2","56.4","55.1","57.1","NA","NA","0.00","13.67","0.10","0.14"
"2015/10/12","12","40.3","52.5","71.1","37.4","60.5","53.8","54.0","55.8","NA","NA","0.00","8.46","0.07","0.10"
"2015/10/13","13","37.7","51.7","74.1","40.9","70.5","52.7","52.1","54.4","NA","NA","0.00","13.51","0.08","0.12"
"2015/10/14","14","36.4","51.5","72.5","36.7","64.1","51.3","51.3","53.6","NA","NA","0.00","13.36","0.10","0.16"
"2015/10/15","15","32.2","50.4","74.4","32.8","56.0","49.7","49.5","52.1","NA","NA","0.00","13.25","0.10","0.16"
"2015/10/16","16","36.5","53.0","75.7","33.7","52.6","50.7","49.6","51.9","NA","NA","0.00","12.62","0.11","0.17"
"2015/10/17","17","39.7","55.0","77.9","36.9","54.0","52.4","50.3","52.5","NA","NA","0.00","11.83","0.09","0.14"
"2015/10/18","18","48.9","53.2","55.6","48.1","83.7","52.6","52.7","53.4","NA","NA","0.14","1.69","0.02","0.02"
"2015/10/19","19","52.4","54.5","57.9","53.8","97.5","54.5","53.7","54.3","NA","NA","0.03","2.65","0.02","0.02"
"2015/10/20","20","37.1","51.6","67.8","43.9","79.9","54.1","53.2","54.5","NA","NA","0.00","12.07","0.06","0.09"
"2015/10/21","21","30.2","44.6","66.0","37.8","80.7","47.6","49.0","51.3","NA","NA","0.00","10.38","0.05","0.07"
"2015/10/22","22","32.9","46.5","66.7","37.7","76.8","47.4","47.9","50.0","NA","NA","0.00","11.92","0.06","0.08"
"2015/10/23","23","28.6","39.4","60.3","34.2","84.6","42.6","45.7","47.7","NA","NA","0.00","9.05","0.04","0.06"
"2015/10/24","24","31.1","40.9","53.4","35.1","81.8","41.9","44.3","46.0","NA","NA","0.00","5.96","0.04","0.06"
"2015/10/25","25","33.8","45.4","60.9","36.2","73.5","44.1","44.4","46.1","NA","NA","0.00","8.19","0.07","0.10"
"2015/10/26","26","47.2","49.5","53.6","46.5","89.9","47.5","47.4","48.1","NA","NA","0.13","1.58","0.02","0.02"
"2015/10/27","27","36.6","43.5","53.4","40.9","91.2","47.4","47.8","48.9","NA","NA","0.00","9.56","0.03","0.04"
"2015/10/28","28","35.6","44.4","53.2","40.6","87.5","45.6","46.3","47.6","NA","NA","0.10","5.62","0.03","0.03"
"2015/10/29","29","43.2","46.8","51.5","44.8","93.3","47.6","48.3","48.8","NA","NA","0.03","3.12","0.02","0.03"
"2015/10/30","30","43.6","48.5","54.3","46.9","94.2","46.9","47.9","48.5","NA","NA","0.12","1.49","0.01","0.02"
"2015/10/31","31","44.8","51.5","59.7","47.2","86.4","48.5","48.1","49.0","NA","NA","0.35","2.31","0.03","0.05"
"2015/11/01","1","41.2","50.1","58.5","39.7","69.1","48.9","48.6","49.8","NA","NA","0.00","6.62","0.05","0.08"
"2015/11/02","2","35.4","41.4","48.5","37.6","87.1","45.1","46.4","47.6","NA","NA","0.11","3.58","0.03","0.03"
"2015/11/03","3","28.8","40.1","50.1","33.2","78.0","44.7","45.4","46.4","NA","NA","0.00","8.71","0.03","0.05"
