"Date","Date","Min°F","Avg°F","Max°F","Avg1.5m DP°F","Avg1.5m RH%","2 in.°F","Min°F","Avg°F","Avg 2in.SWPkPa","Avg 8in.SWPkPa","TotPrecin","TotalSolarRadMJ/m²","EToin","ETrin"
"2023/01/26","26","32.0","33.3","35.3","31.1","91.7","35.0","35.1","35.2","NA","0","0.00","2.88","0.01","0.02"
"2023/01/27","27","29.8","32.9","35.9","31.4","94.5","35.0","35.1","35.1","NA","0","0.11","5.25","0.01","0.01"
"2023/01/28","28","2.2","25.1","38.3","15.8","72.6","34.9","35.1","35.1","NA","0","0.08","2.95","0.02","0.03"
"2023/01/29","29","-3.1","6.0","20.0","-3.5","74.7","34.6","34.9","34.9","NA","0","0.00","8.98","0.01","0.02"
"2023/01/30","30","-7.6","5.9","17.2","-3.5","74.3","34.4","34.5","34.7","NA","0","0.00","8.12","0.01","0.01"
"2023/01/31","31","9.9","18.3","23.3","8.6","71.3","34.3","34.5","34.5","NA","0","0.00","4.74","0.02","0.03"
"2023/02/01","1","15.5","22.7","25.8","16.8","82.4","34.2","34.4","34.5","NA","-0.1","0.00","2.94","0.01","0.02"
"2023/02/02","2","16.2","22.3","31.2","16.9","84.6","34.2","34.3","34.3","NA","-0.1","0.02","5.82","0.02","0.03"
"2023/02/03","3","16.9","26.1","37.2","20.7","83.4","34.2","34.3","34.3","NA","-0.1","0.02","5.61","0.02","0.03"
"2023/02/04","4","29.5","32.8","37.2","29.5","87.9","34.2","34.3","34.3","NA","-0.1","0.00","3.58","0.02","0.03"
"2023/02/05","5","31.4","33.9","36.7","32.6","95.0","34.2","34.3","34.3","NA","-0.1","0.03","3.60","0.01","0.02"
"2023/02/06","6","33.7","35.3","39.0","32.5","89.6","34.2","34.3","34.3","NA","-0.1","0.00","2.75","0.02","0.02"
"2023/02/07","7","34.0","36.2","37.9","33.1","88.6","34.2","34.2","34.3","NA","-0.1","0.09","2.43","0.02","0.02"
"2023/02/08","8","23.6","32.3","42.6","27.3","83.3","34.2","34.2","34.2","NA","0","0.00","10.38","0.02","0.03"
"2023/02/09","9","22.8","28.9","36.2","24.5","85.8","34.2","34.2","34.2","NA","0.0","0.00","5.53","0.02","0.02"
"2023/02/10","10","21.6","29.2","38.2","24.6","85.6","34.2","34.2","34.2","NA","-0.1","0.00","6.68","0.02","0.03"
"2023/02/11","11","17.8","27.0","37.9","22.8","87.6","34.1","34.2","34.2","NA","-0.1","0.01","10.29","0.02","0.03"
"2023/02/12","12","20.2","28.6","37.7","25.1","89.3","34.0","34.2","34.2","NA","-0.1","0.00","4.69","0.02","0.02"
"2023/02/13","13","24.3","33.2","41.4","28.0","82.6","34.0","34.2","34.2","NA","-0.1","0.00","5.53","0.02","0.03"
"2023/02/14","14","21.3","28.8","41.6","24.3","86.3","34.0","34.2","34.2","NA","0.0","0.00","10.16","0.02","0.03"
"2023/02/15","15","14.9","25.2","38.6","18.9","81.3","34.0","34.0","34.1","NA","0","0.00","10.95","0.03","0.04"
"2023/02/16","16","17.9","27.3","41.0","20.7","79.9","33.9","34.0","34.0","NA","0","0.00","7.68","0.03","0.04"
"2023/02/17","17","30.4","34.4","41.9","25.8","71.5","33.9","34.0","34.0","NA","0","0.00","6.26","0.03","0.05"
"2023/02/18","18","25.9","33.7","45.4","26.5","76.9","34.6","34.0","34.3","NA","0","0.00","10.58","0.04","0.05"
"2023/02/19","19","24.2","33.6","44.5","27.3","79.2","35.3","34.3","34.8","NA","0","0.00","9.27","0.04","0.05"
"2023/02/20","20","29.5","37.9","46.9","31.9","80.0","36.4","34.9","35.5","NA","0","0.00","5.91","0.03","0.05"
"2023/02/21","21","22.6","34.4","41.1","28.2","79.4","36.9","35.8","36.4","NA","0","0.06","3.94","0.03","0.04"
"2023/02/22","22","7.2","16.8","22.3","4.1","62.7","35.9","35.6","36.0","NA","0","0.00","9.59","0.03","0.04"
"2023/02/23","23","0.2","9.2","16.1","-7.9","51.5","35.0","34.9","35.2","NA","0","0.00","10.41","0.03","0.04"
"2023/02/24","24","-7.0","6.4","21.5","-6.4","62.0","34.6","34.5","34.8","NA","0","0.07","13.51","0.02","0.04"
"2023/02/25","25","-0.4","14.2","27.6","4.9","73.2","34.3","34.3","34.5","NA","0","0.04","8.17","0.02","0.03"
"2023/02/26","26","17.4","25.7","36.2","19.3","80.3","34.2","34.3","34.3","NA","0","0.01","6.98","0.03","0.04"
"2023/02/27","27","11.3","23.0","31.9","17.1","82.7","34.2","34.2","34.3","NA","-0.1","0.00","7.79","0.02","0.03"
"2023/02/28","28","17.3","28.5","34.4","25.1","89.4","34.2","34.2","34.2","NA","-0.1","0.23","4.54","0.02","0.02"
"2023/03/01","1","4.7","20.7","34.6","15.5","85.8","34.2","34.2","34.2","NA","-0.1","0.02","10.55","0.03","0.03"
"2023/03/02","2","19.4","29.8","38.3","25.3","85.4","34.2","34.2","34.2","NA","-0.1","0.01","5.41","0.03","0.04"
"2023/03/03","3","14.9","26.6","41.7","17.5","73.7","34.2","34.2","34.2","NA","-0.1","0.00","10.85","0.05","0.06"
"2023/03/04","4","24.9","32.3","43.3","22.6","70.2","34.2","34.2","34.2","NA","-0.1","0.01","12.50","0.05","0.07"
"2023/03/05","5","23.0","31.6","35.3","24.8","77.5","34.2","34.2","34.2","NA","-0.1","0.03","6.24","0.03","0.04"
"2023/03/06","6","18.0","25.9","35.0","20.2","82.5","34.2","34.2","34.2","NA","-0.1","0.00","9.62","0.03","0.04"
"2023/03/07","7","20.5","28.8","41.0","22.0","78.5","34.2","34.2","34.2","NA","-0.1","0.00","10.34","0.04","0.05"
"2023/03/08","8","20.0","29.7","44.0","18.9","67.5","34.2","34.2","34.2","NA","-0.1","0.00","13.55","0.06","0.09"
"2023/03/09","9","25.8","31.6","38.4","25.0","76.9","34.2","34.2","34.2","NA","-0.1","0.00","9.04","0.04","0.05"
"2023/03/10","10","27.9","30.5","32.9","25.9","84.5","34.2","34.2","34.2","NA","-0.1","0.05","4.81","0.03","0.04"
"2023/03/11","11","27.6","33.6","40.7","29.1","84.8","34.2","34.2","34.2","NA","-0.1","0.00","11.01","0.04","0.05"
"2023/03/12","12","21.9","33.8","44.9","28.0","81.8","34.3","34.2","34.2","NA","0","0.10","12.15","0.05","0.06"
"2023/03/13","13","33.3","38.5","44.4","37.1","94.9","34.1","34.0","34.1","NA","0","0.50","3.99","0.02","0.03"
"2023/03/14","14","26.4","34.7","44.2","25.9","72.7","34.4","34.0","34.5","NA","0","0.00","15.36","0.06","0.07"
"2023/03/15","15","23.3","33.3","47.6","23.1","70.4","36.0","34.7","35.6","NA","0","0.00","14.04","0.06","0.08"
"2023/03/16","16","23.2","33.5","50.2","21.2","66.3","37.2","35.2","36.3","NA","0","0.00","16.32","0.07","0.10"
"2023/03/17","17","23.6","34.8","52.6","22.7","66.4","37.9","35.8","36.9","NA","0","0.00","16.58","0.08","0.11"
"2023/03/18","18","26.0","37.1","55.7","24.6","66.7","38.9","36.3","37.8","NA","0","0.00","16.83","0.08","0.11"
"2023/03/19","19","25.7","38.6","58.6","25.4","64.6","39.5","37.0","38.5","NA","0","0.00","16.09","0.10","0.14"
"2023/03/20","20","32.7","42.4","54.9","27.1","57.2","40.6","38.3","39.4","NA","0","0.00","10.27","0.08","0.12"
"2023/03/21","21","25.8","38.7","58.0","21.6","58.5","41.1","38.3","39.9","NA","-0.1","0.00","18.56","0.10","0.14"
"2023/03/22","22","23.4","38.4","61.6","19.8","55.0","41.0","38.5","40.0","NA","-0.2","0.00","19.07","0.11","0.16"
"2023/03/23","23","23.0","34.8","48.1","27.9","77.9","39.4","38.5","39.5","NA","-0.6","0.06","7.91","0.05","0.07"
"2023/03/24","24","26.9","36.9","45.5","28.1","71.6","40.1","38.8","39.6","NA","-0.4","0.01","11.38","0.06","0.08"
"2023/03/25","25","23.7","32.6","43.3","24.8","75.8","39.1","38.1","39.2","NA","-0.6","0.00","12.88","0.05","0.07"
"2023/03/26","26","27.1","36.2","48.7","27.1","72.2","40.4","38.5","39.8","NA","-0.6","0.00","14.14","0.07","0.08"
"2023/03/27","27","24.7","35.6","49.7","24.0","68.4","40.4","38.8","40.1","NA","-1.3","0.00","13.46","0.07","0.09"
"2023/03/28","28","25.2","37.9","55.7","21.1","58.2","40.4","38.7","40.0","NA","-3.0","0.00","18.58","0.11","0.16"
"2023/03/29","29","29.1","43.3","59.0","22.5","48.0","41.9","39.2","40.8","NA","-5.0","0.00","19.76","0.12","0.17"
"2023/03/30","30","30.0","43.5","57.4","28.1","58.5","43.8","41.0","42.4","NA","-6.0","0.00","17.01","0.10","0.13"
"2023/03/31","31","34.4","41.0","48.2","28.1","62.2","42.6","41.5","42.4","NA","-6.9","0.00","8.44","0.08","0.11"
"2023/04/01","1","28.1","36.7","44.8","31.8","83.5","42.2","41.2","41.9","NA","-4.7","0.25","10.17","0.05","0.06"
"2023/04/02","2","25.7","34.2","45.3","24.7","72.2","40.9","39.9","40.9","NA","-2.3","0.00","12.79","0.06","0.08"
"2023/04/03","3","25.7","35.0","48.5","23.8","69.6","41.1","39.2","40.5","NA","-4.0","0.00","15.78","0.08","0.11"
"2023/04/04","4","21.4","33.0","47.3","24.2","74.3","41.1","39.4","40.7","NA","-5.4","0.00","16.36","0.07","0.09"
"2023/04/05","5","19.5","34.4","52.0","21.5","67.5","41.0","39.2","40.7","NA","-6.0","0.00","18.93","0.09","0.12"
"2023/04/06","6","21.4","40.3","57.6","25.4","60.1","41.3","39.6","41.0","NA","-6.7","0.00","13.68","0.09","0.12"
"2023/04/07","7","40.3","45.1","51.8","39.9","82.3","43.6","42.1","42.7","NA","-6.8","0.32","5.62","0.04","0.06"
"2023/04/08","8","40.0","46.6","55.6","36.8","71.7","45.2","43.2","44.0","NA","-0.5","0.04","12.63","0.09","0.12"
"2023/04/09","9","36.8","47.3","60.2","39.0","74.3","45.3","43.7","44.5","NA","-0.3","0.01","6.29","0.07","0.09"
"2023/04/10","10","48.3","50.8","52.3","48.5","91.7","47.1","45.1","45.7","NA","-0.3","0.80","3.27","0.02","0.03"
"2023/04/11","11","30.4","44.1","53.7","36.9","77.8","48.3","46.0","46.9","NA","-0.1","0.06","14.71","0.07","0.09"
"2023/04/12","12","25.8","35.8","50.5","28.1","78.4","46.2","44.2","45.8","NA","-0.1","0.00","17.50","0.08","0.10"
"2023/04/13","13","24.4","36.7","50.2","29.9","79.9","45.0","43.3","44.9","NA","-0.1","0.03","15.58","0.07","0.08"
"2023/04/14","14","28.9","38.7","49.4","31.6","77.8","45.4","43.7","45.0","NA","-0.1","0.01","16.37","0.07","0.09"
"2023/04/15","15","26.5","42.9","58.1","29.2","64.8","45.6","43.2","45.0","NA","-0.1","0.00","18.92","0.10","0.13"
"2023/04/16","16","38.9","46.7","57.4","38.6","74.8","47.5","45.7","46.5","NA","-0.1","0.05","10.24","0.08","0.11"
"2023/04/17","17","31.1","43.2","53.8","27.7","58.8","47.3","44.8","46.5","NA","-0.2","0.00","21.97","0.11","0.14"
"2023/04/18","18","29.4","41.1","51.6","29.6","67.2","47.2","46.0","47.0","NA","-0.7","0.04","13.38","0.08","0.10"
"2023/04/19","19","22.7","36.9","50.2","26.3","69.7","45.1","44.2","45.6","NA","-1.9","0.00","13.90","0.07","0.09"
"2023/04/20","20","24.8","39.5","51.2","26.9","65.0","44.6","43.3","44.8","NA","-3.9","0.00","16.75","0.09","0.12"
"2023/04/21","21","34.5","42.3","53.0","33.4","73.9","47.2","44.8","46.1","NA","-4.7","0.07","17.58","0.09","0.12"
"2023/04/22","22","28.7","45.2","56.7","33.7","67.4","47.3","45.5","46.7","NA","-5.5","0.00","12.64","0.08","0.10"
"2023/04/23","23","37.0","48.7","58.7","40.1","73.9","48.4","46.6","47.5","NA","-6.1","0.17","9.39","0.07","0.09"
"2023/04/24","24","42.7","48.3","55.5","42.7","82.0","50.1","47.7","48.8","NA","-1.4","0.17","14.39","0.08","0.10"
"2023/04/25","25","32.0","47.7","63.6","36.7","71.2","50.6","47.8","49.6","NA","-0.5","0.00","22.28","0.13","0.16"
"2023/04/26","26","33.2","52.1","70.5","38.8","65.3","51.0","48.6","50.3","NA","-2.5","0.00","18.00","0.14","0.18"
"2023/04/27","27","36.9","53.9","69.0","30.0","48.0","52.9","49.8","51.4","NA","-6.1","0.00","23.62","0.17","0.23"
"2023/04/28","28","32.9","53.7","77.0","33.3","53.3","53.3","49.6","51.8","NA","-8.3","0.00","24.61","0.17","0.23"
"2023/04/29","29","37.4","58.8","80.9","40.4","57.2","55.0","51.1","53.2","NA","-10.3","0.00","25.07","0.19","0.25"
"2023/04/30","30","44.6","62.8","83.6","45.0","58.5","57.0","52.9","54.8","NA","-12.0","0.00","24.27","0.21","0.28"
"2023/05/01","1","47.6","60.4","75.6","48.0","65.9","57.8","54.3","55.8","NA","-13.7","0.00","20.83","0.16","0.20"
"2023/05/02","2","49.1","70.2","89.4","49.1","53.3","59.9","55.2","57.0","NA","-15.3","0.00","24.91","0.24","0.33"
"2023/05/03","3","49.5","66.2","83.1","50.0","61.3","61.9","57.2","58.8","NA","-17.4","0.00","24.37","0.19","0.23"
"2023/05/04","4","47.7","67.2","85.9","47.9","54.1","61.6","57.4","59.1","NA","-19.3","0.00","23.82","0.23","0.32"
"2023/05/05","5","49.0","53.7","58.5","50.4","89.0","59.4","57.9","58.8","NA","-19.8","0.64","6.06","0.05","0.06"
"2023/05/06","6","48.0","50.6","54.4","45.8","83.9","55.8","55.8","56.4","NA","-14.5","0.00","4.77","0.04","0.06"
"2023/05/07","7","47.5","52.6","57.2","47.2","82.4","55.7","54.7","55.5","NA","-12.8","0.00","13.54","0.08","0.09"
"2023/05/08","8","45.5","53.4","65.1","44.5","74.5","56.9","54.9","56.2","NA","-13.6","0.00","19.21","0.13","0.15"
"2023/05/09","9","37.3","52.4","65.7","42.9","72.9","56.8","54.7","56.3","NA","-15.0","0.00","21.64","0.13","0.15"
"2023/05/10","10","39.0","52.1","67.0","44.2","77.0","57.2","54.9","56.4","NA","-16.4","0.01","21.84","0.13","0.15"
"2023/05/11","11","38.7","54.8","72.8","42.6","68.8","57.4","54.7","56.4","NA","-17.7","0.00","25.24","0.17","0.21"
"2023/05/12","12","41.0","59.6","79.3","44.0","62.9","58.7","55.4","57.2","NA","-19.4","0.00","27.55","0.20","0.24"
"2023/05/13","13","44.3","63.6","83.3","44.0","56.2","60.3","56.7","58.5","NA","-21.7","0.00","27.59","0.23","0.30"
"2023/05/14","14","47.6","66.0","84.0","46.6","55.2","61.4","57.7","59.5","NA","-24.8","0.00","27.36","0.22","0.29"
"2023/05/15","15","50.5","67.8","84.5","53.1","63.0","62.4","58.8","60.4","NA","-28.0","0.00","24.16","0.20","0.25"
"2023/05/16","16","56.7","65.2","76.2","58.4","80.6","63.8","60.3","61.6","NA","-29.2","0.57","20.23","0.15","0.17"
"2023/05/17","17","50.2","64.9","80.0","56.7","77.3","64.0","60.6","62.2","NA","-27.4","0.00","24.06","0.17","0.20"
"2023/05/18","18","52.0","67.4","82.6","56.5","72.1","64.6","61.2","62.9","NA","-28.1","0.00","26.35","0.19","0.22"
"2023/05/19","19","54.1","68.9","86.4","56.8","69.2","65.6","62.2","63.8","NA","-30.7","0.00","26.09","0.21","0.25"
"2023/05/20","20","51.1","67.4","86.2","57.2","72.7","65.5","62.4","64.0","NA","-34.8","0.23","23.73","0.19","0.23"
"2023/05/21","21","57.4","65.0","77.0","57.0","76.1","65.4","63.0","64.1","NA","-36.6","0.06","17.90","0.16","0.20"
"2023/05/22","22","45.3","53.2","59.5","46.3","78.1","61.9","61.0","62.3","NA","-36.0","0.05","8.09","0.07","0.09"
"2023/05/23","23","44.0","55.2","69.5","45.9","73.4","60.8","59.0","60.4","NA","-36.5","0.00","27.24","0.17","0.19"
"2023/05/24","24","43.9","55.9","71.8","44.6","69.5","61.0","59.4","60.7","NA","-39.7","0.00","24.42","0.17","0.21"
"2023/05/25","25","40.4","56.9","70.1","47.7","73.4","60.7","58.6","60.1","NA","-43.1","0.01","24.32","0.15","0.19"
"2023/05/26","26","49.9","62.2","77.1","52.1","72.1","62.7","59.5","61.1","NA","-46.6","0.00","24.62","0.19","0.23"
"2023/05/27","27","48.2","61.6","71.9","54.0","77.8","63.0","60.6","61.8","NA","-50.8","0.02","20.20","0.13","0.15"
"2023/05/28","28","53.5","62.0","75.9","55.1","79.6","63.0","60.6","61.8","NA","-53.8","0.05","18.05","0.14","0.17"
"2023/05/29","29","46.8","62.7","80.0","50.7","70.2","63.3","60.4","62.1","NA","-58.9","0.00","24.34","0.18","0.22"
"2023/05/30","30","45.5","61.9","78.4","45.5","60.1","63.2","60.6","62.2","NA","-65.9","0.00","26.44","0.20","0.25"
"2023/05/31","31","41.9","58.4","74.6","42.3","59.8","62.9","60.1","62.0","NA","-74.3","0.00","28.95","0.20","0.25"
"2023/06/01","1","39.2","56.9","73.9","41.4","60.4","62.6","59.9","61.8","NA","-86.6","0.00","29.14","0.19","0.23"
"2023/06/02","2","38.1","59.8","80.2","42.8","59.7","62.9","59.9","61.8","NA","-106.0","0.00","28.66","0.20","0.25"
"2023/06/03","3","38.4","62.3","83.5","42.6","55.6","63.8","60.3","62.2","NA","-133.5","0.00","29.30","0.22","0.27"
"2023/06/04","4","41.8","64.3","85.6","44.7","56.2","64.6","61.0","62.9","NA","-170.1","0.00","29.49","0.22","0.27"
"2023/06/05","5","41.0","64.9","85.1","40.5","48.7","65.2","61.5","63.3","NA","-214.7","0.00","30.17","0.24","0.31"
"2023/06/06","6","46.1","64.4","86.0","38.0","42.1","65.7","61.9","63.7","NA","-272.3","0.00","30.48","0.26","0.34"
"2023/06/07","7","42.9","66.7","91.4","43.7","49.5","66.1","62.2","64.1","NA","-335.7","0.00","28.62","0.26","0.35"
"2023/06/08","8","47.4","65.9","89.7","52.5","66.9","66.4","63.0","64.6","NA","-398.1","0.49","20.26","0.19","0.25"
"2023/06/09","9","60.7","63.8","70.8","61.6","92.6","65.6","63.9","64.4","NA","-384.8","0.33","9.05","0.08","0.09"
"2023/06/10","10","53.1","63.3","72.2","57.5","82.7","65.4","63.7","64.2","NA","-342.2","0.01","13.82","0.11","0.12"
"2023/06/11","11","49.4","65.6","80.3","55.4","72.3","65.6","62.2","64.0","NA","-332.7","0.00","29.92","0.20","0.23"
"2023/06/12","12","56.1","68.7","81.7","60.6","77.0","67.6","64.0","65.4","NA","-337.7","0.02","21.96","0.17","0.20"
"2023/06/13","13","52.7","69.4","85.4","55.1","65.4","67.2","64.2","65.6","NA","-328.2","0.15","21.21","0.20","0.25"
"2023/06/14","14","51.0","59.0","63.3","43.3","57.7","64.1","62.6","64.2","NA","-318.4","0.00","7.11","0.09","0.13"
"2023/06/15","15","42.2","59.2","73.9","48.1","71.1","62.7","60.6","62.1","NA","-299.7","0.00","25.77","0.17","0.19"
"2023/06/16","16","45.7","63.1","77.9","49.8","65.6","63.5","61.2","62.7","NA","-299.0","0.00","19.87","0.16","0.19"
"2023/06/17","17","52.4","63.8","75.0","48.8","61.5","64.7","62.2","63.4","NA","-306.2","0.00","20.12","0.16","0.20"
"2023/06/18","18","44.6","54.0","63.6","41.7","65.5","62.5","61.7","62.5","NA","-321.4","0.06","16.88","0.12","0.15"
"2023/06/19","19","38.7","48.8","60.0","43.2","82.6","59.4","59.4","60.2","NA","-318.6","0.12","15.49","0.10","0.11"
"2023/06/20","20","43.0","50.4","58.3","44.6","81.4","58.5","58.5","59.1","NA","-308.4","0.10","11.15","0.08","0.09"
"2023/06/21","21","43.3","53.2","65.0","47.0","80.9","58.4","57.8","58.6","NA","-303.3","0.01","13.24","0.09","0.10"
"2023/06/22","22","38.6","57.1","75.2","44.6","68.2","59.8","57.2","59.0","NA","-316.0","0.00","30.28","0.19","0.22"
"2023/06/23","23","43.2","62.3","81.9","45.3","59.8","62.1","58.8","60.6","NA","-353.8","0.00","28.48","0.22","0.27"
"2023/06/24","24","41.7","63.3","82.4","46.1","59.7","63.1","59.9","61.6","NA","-406.2","0.00","26.87","0.21","0.25"
"2023/06/25","25","44.1","65.1","85.0","46.9","57.5","64.1","60.6","62.4","NA","-484.4","0.00","27.70","0.22","0.27"
"2023/06/26","26","47.1","66.9","86.5","49.5","59.1","65.1","61.7","63.3","NA","-586.5","0.00","26.84","0.22","0.27"
"2023/06/27","27","49.0","65.5","86.9","53.7","68.9","65.5","62.4","63.8","NA","-694.4","0.00","19.81","0.17","0.21"
"2023/06/28","28","50.6","69.7","88.2","55.6","65.9","66.9","63.0","64.7","NA","-778.1","0.00","27.54","0.22","0.26"
"2023/06/29","29","50.3","70.6","91.5","54.7","63.0","67.5","64.0","65.5","NA","-885.7","0.00","24.33","0.21","0.25"
"2023/06/30","30","50.6","71.3","91.6","51.7","56.7","68.3","64.2","66.1","NA","-975.1","0.00","29.03","0.25","0.30"
"2023/07/01","1","49.9","70.1","88.7","46.3","50.1","68.8","64.9","66.7","NA","-1072.2","0.00","29.69","0.26","0.34"
"2023/07/02","2","45.0","65.6","82.7","36.2","40.6","68.2","64.8","66.5","NA","-1181.4","0.00","30.29","0.25","0.32"
"2023/07/03","3","40.6","64.1","83.7","35.7","41.3","67.1","64.0","65.9","NA","-1270.9","0.00","29.78","0.25","0.32"
"2023/07/04","4","42.8","65.3","87.2","40.9","48.6","67.3","64.0","65.9","NA","-1318.9","0.00","28.82","0.23","0.29"
"2023/07/05","5","42.9","67.4","89.1","45.4","52.7","67.5","64.4","66.1","NA","-1342.2","0.00","25.48","0.22","0.27"
"2023/07/06","6","50.7","70.6","91.0","48.4","51.2","68.1","65.1","66.5","NA","-1346.3","0.00","20.62","0.21","0.27"
"2023/07/07","7","52.1","73.6","94.2","48.9","47.5","69.1","65.3","67.0","NA","-1336.2","0.00","25.38","0.26","0.34"
"2023/07/08","8","54.5","73.8","95.3","50.3","49.3","70.5","66.4","68.1","NA","-1309.6","0.00","26.49","0.27","0.35"
"2023/07/09","9","53.1","73.3","99.1","51.8","54.2","70.5","66.7","68.5","NA","-1298.4","0.16","24.42","0.25","0.33"
"2023/07/10","10","56.9","64.4","74.4","56.0","75.1","67.8","66.4","67.3","NA","-1265.3","0.20","11.75","0.11","0.14"
"2023/07/11","11","56.1","66.6","82.8","57.0","75.4","67.4","64.9","66.2","NA","-1172.6","0.02","20.30","0.17","0.20"
"2023/07/12","12","50.0","70.4","88.4","51.6","59.1","68.2","64.8","66.7","NA","-1032.5","0.00","27.93","0.24","0.30"
"2023/07/13","13","56.5","70.5","85.6","54.0","59.4","69.5","66.2","67.7","NA","-957.8","0.01","25.03","0.21","0.26"
"2023/07/14","14","50.4","71.1","92.2","52.0","57.8","69.1","65.8","67.6","NA","-945.9","0.00","25.16","0.22","0.27"
"2023/07/15","15","49.7","73.6","96.3","48.8","50.6","70.0","66.2","68.1","NA","-932.9","0.00","27.81","0.25","0.32"
