"Date","Date","Min°F","Avg°F","Max°F","Avg1.5m DP°F","Avg1.5m RH%","2 in.°F","Min°F","Avg°F","Avg 2in.SWPkPa","Avg 8in.SWPkPa","TotPrecin","TotalSolarRadMJ/m²","EToin","ETrin"
"2016/03/05","5","39.2","47.9","58.9","44.5","88.6","43.3","41.2","42.4","NA","NA","0.20","6.28","0.04","0.06"
"2016/03/06","6","36.0","47.5","58.5","42.3","84.5","45.1","43.3","44.1","NA","NA","0.53","7.17","0.05","0.07"
"2016/03/07","7","31.4","39.9","49.8","*37.4","*92.4","40.8","40.9","42.2","NA","NA","0.11","5.59","*0.00","*0.00"
"2016/03/08","8","30.5","40.5","49.9","*36.6","*87.3","40.5","39.7","41.2","NA","NA","0.01","11.84","*0.00","*0.00"
"2016/03/09","9","33.6","41.4","46.5","38.7","90.5","40.0","39.6","40.8","NA","NA","0.46","5.65","0.03","0.03"
"2016/03/10","10","39.0","48.3","67.0","43.0","84.4","43.5","41.1","42.5","NA","NA","0.51","10.15","0.09","0.12"
"2016/03/11","11","37.4","45.8","58.5","*41.5","*85.9","42.0","40.2","42.0","NA","NA","0.05","10.97","*0.00","*0.00"
"2016/03/12","12","41.6","45.0","50.4","42.3","90.3","44.0","43.0","43.5","NA","NA","0.32","4.14","0.03","0.04"
"2016/03/13","13","33.8","41.1","47.6","39.6","94.8","40.5","40.6","41.8","NA","NA","0.31","5.95","0.03","0.03"
"2016/03/14","14","35.0","41.2","51.8","34.9","81.1","40.3","39.4","41.0","NA","NA","0.01","11.79","0.06","0.08"
"2016/03/15","15","33.6","40.7","49.5","35.9","84.2","40.4","39.4","41.1","NA","NA","0.00","13.98","0.06","0.07"
"2016/03/16","16","29.4","39.6","51.7","33.5","81.4","39.9","39.0","40.7","NA","NA","0.00","12.93","0.06","0.07"
"2016/03/17","17","30.1","42.3","52.9","27.9","59.4","40.2","38.9","40.7","NA","NA","0.00","17.28","0.09","0.12"
"2016/03/18","18","24.8","40.3","60.0","26.3","63.6","39.1","38.4","40.2","NA","NA","0.00","17.56","0.10","0.13"
"2016/03/19","19","28.8","44.7","64.8","31.3","63.5","40.1","38.5","40.3","NA","NA","0.00","15.82","0.11","0.15"
"2016/03/20","20","34.9","48.2","66.6","38.7","73.0","41.8","39.4","41.1","NA","NA","0.20","10.10","0.09","0.13"
"2016/03/21","21","41.9","47.9","56.8","43.7","86.5","45.6","43.0","44.0","NA","NA","0.03","9.23","0.06","0.08"
"2016/03/22","22","40.8","44.9","52.6","42.3","90.9","44.6","43.2","44.3","NA","NA","0.06","8.48","0.05","0.06"
"2016/03/23","23","40.7","46.3","52.7","40.6","82.1","44.2","43.3","44.3","NA","NA","0.02","8.59","0.06","0.08"
"2016/03/24","24","39.5","46.9","56.5","38.2","74.6","45.8","43.8","44.8","NA","NA","0.07","10.88","0.08","0.10"
"2016/03/25","25","34.5","43.7","62.5","35.9","77.5","45.0","42.4","44.4","NA","NA","0.00","15.94","0.09","0.12"
"2016/03/26","26","32.7","43.5","57.2","36.1","78.4","42.7","42.0","43.6","NA","NA","0.00","11.18","0.07","0.09"
"2016/03/27","27","36.5","43.2","50.6","41.7","94.5","41.8","42.2","43.0","NA","NA","0.68","5.64","0.03","0.04"
"2016/03/28","28","39.1","45.2","52.9","*41.8","*89.0","44.4","41.6","43.5","NA","NA","0.04","14.66","*0.00","*0.00"
"2016/03/29","29","37.7","50.5","66.2","*38.8","*69.9","44.9","42.1","44.4","NA","NA","0.00","20.01","*0.00","*0.00"
"2016/03/30","30","32.4","49.2","69.8","36.3","67.7","46.3","42.5","45.1","NA","NA","0.00","20.04","0.12","0.17"
"2016/03/31","31","33.0","51.6","71.2","38.8","66.9","48.4","44.2","46.8","NA","NA","0.00","20.26","0.13","0.16"
"2016/04/01","1","35.1","53.4","73.1","43.1","72.2","50.0","45.7","48.3","NA","NA","0.00","20.89","0.13","0.17"
"2016/04/02","2","37.6","55.5","73.7","44.1","70.8","51.2","47.1","49.5","NA","NA","0.00","20.66","0.13","0.17"
"2016/04/03","3","39.0","53.2","68.1","43.0","72.8","50.5","47.6","49.8","NA","NA","0.00","18.78","0.12","0.15"
"2016/04/04","4","38.3","45.9","54.7","42.3","87.5","47.3","47.7","48.6","NA","NA","0.10","6.18","0.05","0.06"
"2016/04/05","5","33.7","46.3","64.8","37.5","75.8","46.8","45.0","46.9","NA","NA","0.01","17.47","0.11","0.15"
"2016/04/06","6","41.8","51.8","68.5","41.1","70.2","49.5","46.2","48.2","NA","NA","0.00","20.11","0.13","0.17"
"2016/04/07","7","35.3","52.8","75.5","40.5","68.7","51.7","47.2","49.8","NA","NA","0.00","22.36","0.15","0.20"
"2016/04/08","8","36.7","57.3","80.9","41.1","61.2","53.3","48.6","51.3","NA","NA","0.00","22.40","0.18","0.25"
"2016/04/09","9","38.9","58.1","74.1","34.0","48.5","54.3","50.3","52.5","NA","NA","0.00","23.38","0.18","0.24"
"2016/04/10","10","35.4","53.0","73.3","32.3","49.8","53.2","49.5","52.0","NA","NA","0.00","23.16","0.16","0.22"
"2016/04/11","11","32.6","51.2","71.7","37.8","65.5","51.8","49.3","51.7","NA","NA","0.00","21.52","0.15","0.19"
"2016/04/12","12","40.4","52.3","65.0","36.9","60.5","52.3","50.1","51.9","NA","NA","0.00","19.26","0.13","0.18"
"2016/04/13","13","39.9","49.7","58.5","35.4","60.0","51.0","50.6","51.6","NA","NA","0.00","11.01","0.10","0.13"
"2016/04/14","14","37.3","42.8","48.9","38.6","85.2","48.2","48.8","49.6","NA","NA","0.27","6.16","0.04","0.05"
"2016/04/15","15","37.3","45.5","59.7","39.4","81.2","50.3","47.9","49.7","NA","NA","0.00","16.18","0.10","0.12"
"2016/04/16","16","34.7","48.8","64.7","39.1","73.1","51.6","48.5","50.8","NA","NA","0.00","21.46","0.12","0.15"
"2016/04/17","17","34.8","52.9","75.5","38.5","65.4","53.5","49.4","52.0","NA","NA","0.00","24.35","0.16","0.21"
"2016/04/18","18","38.7","57.2","79.6","40.5","60.9","55.3","50.8","53.4","NA","NA","0.00","24.54","0.18","0.24"
"2016/04/19","19","39.6","58.9","82.0","44.0","63.1","56.7","52.0","54.7","NA","NA","0.00","24.49","0.18","0.24"
"2016/04/20","20","42.2","61.9","85.2","45.7","61.5","58.3","53.4","56.1","NA","NA","0.00","24.64","0.19","0.24"
"2016/04/21","21","42.2","61.6","80.9","48.2","66.7","58.6","54.6","57.0","NA","NA","0.00","20.08","0.16","0.20"
"2016/04/22","22","52.2","59.0","70.2","52.1","78.8","58.4","56.1","57.4","NA","NA","0.05","11.94","0.11","0.14"
"2016/04/23","23","46.0","53.5","63.5","48.5","83.8","56.8","55.2","56.7","NA","NA","0.18","12.08","0.08","0.10"
"2016/04/24","24","40.3","49.2","57.8","43.7","81.8","54.2","54.5","55.4","NA","NA","0.25","10.62","0.07","0.09"
"2016/04/25","25","35.8","47.2","64.2","41.8","84.2","54.5","52.0","54.2","NA","NA","0.05","20.52","0.12","0.14"
"2016/04/26","26","33.9","49.3","66.7","38.4","71.4","54.7","52.1","54.7","NA","NA","0.00","26.49","0.15","0.18"
"2016/04/27","27","36.0","51.7","68.1","40.9","70.2","55.8","52.8","55.2","NA","NA","0.00","24.09","0.14","0.18"
"2016/04/28","28","39.9","54.5","68.4","41.4","65.6","57.2","53.8","56.1","NA","NA","0.02","21.68","0.14","0.17"
"2016/04/29","29","46.8","50.2","53.2","45.4","83.6","55.6","55.3","56.1","NA","NA","0.19","8.69","0.06","0.07"
"2016/04/30","30","44.3","53.2","64.9","47.0","81.3","56.3","54.3","55.6","NA","NA","0.01","16.25","0.10","0.12"
"2016/05/01","1","38.0","55.6","74.5","43.6","69.4","57.5","53.7","56.2","NA","NA","0.00","26.69","0.18","0.22"
"2016/05/02","2","40.6","59.5","79.9","44.7","63.8","58.7","54.5","57.2","NA","NA","0.00","26.29","0.19","0.23"
"2016/05/03","3","42.7","61.3","82.2","45.0","61.7","59.5","55.4","58.0","NA","NA","0.00","24.97","0.19","0.24"
"2016/05/04","4","43.5","60.7","77.1","48.1","66.2","60.0","56.3","58.6","NA","NA","0.00","19.17","0.15","0.19"
"2016/05/05","5","54.8","60.4","68.2","53.7","79.2","61.2","58.4","59.7","NA","NA","0.07","17.34","0.13","0.16"
"2016/05/06","6","52.1","64.9","81.2","48.3","58.3","61.8","57.7","59.9","NA","NA","0.00","24.06","0.23","0.32"
"2016/05/07","7","46.1","65.0","83.1","48.1","58.8","62.3","58.1","60.6","NA","NA","0.00","27.20","0.21","0.27"
"2016/05/08","8","45.4","61.9","75.9","38.9","50.0","61.6","58.6","60.8","NA","NA","0.00","27.14","0.22","0.30"
"2016/05/09","9","43.7","51.4","57.0","36.1","58.2","57.1","57.8","58.9","NA","NA","0.01","10.70","0.11","0.15"
"2016/05/10","10","35.3","53.9","70.3","39.0","62.9","57.2","54.6","56.9","NA","NA","0.00","27.40","0.17","0.20"
"2016/05/11","11","40.4","55.3","72.2","39.1","59.7","56.6","55.6","57.1","NA","NA","0.00","16.41","0.14","0.19"
"2016/05/12","12","39.3","57.9","74.2","41.8","58.3","57.7","54.5","56.9","NA","NA","0.00","24.77","0.18","0.23"
"2016/05/13","13","46.5","59.5","74.3","38.6","48.6","59.6","56.2","58.3","NA","NA","0.00","27.06","0.21","0.27"
"2016/05/14","14","41.9","58.7","73.7","39.8","53.6","59.3","56.3","58.6","NA","NA","0.00","23.24","0.17","0.22"
"2016/05/15","15","48.6","58.3","68.0","41.6","55.6","58.8","57.9","58.8","NA","NA","0.00","12.13","0.12","0.16"
"2016/05/16","16","42.4","58.0","73.1","43.6","63.0","59.2","56.4","58.4","NA","NA","0.00","25.33","0.18","0.22"
"2016/05/17","17","43.3","61.5","78.5","47.8","65.2","60.4","56.9","59.2","NA","NA","0.00","24.44","0.18","0.22"
"2016/05/18","18","44.9","61.9","81.2","49.0","67.9","61.5","58.1","60.3","NA","NA","0.06","21.68","0.18","0.23"
"2016/05/19","19","38.5","52.0","63.1","42.3","72.0","58.7","58.5","59.6","NA","NA","0.00","18.16","0.12","0.14"
"2016/05/20","20","32.6","52.4","68.7","41.4","70.8","56.6","55.0","57.3","NA","NA","0.02","21.05","0.14","0.17"
"2016/05/21","21","50.3","55.1","64.4","49.7","83.3","58.4","57.1","58.1","NA","NA","0.21","12.39","0.09","0.11"
"2016/05/22","22","48.3","51.1","54.7","48.9","92.3","55.6","56.4","57.0","NA","NA","0.71","5.79","0.04","0.05"
"2016/05/23","23","46.9","50.5","55.1","48.9","94.1","54.9","55.0","55.7","NA","NA","0.36","7.71","0.05","0.05"
"2016/05/24","24","48.1","56.0","67.7","49.6","81.4","57.8","55.1","56.9","NA","NA","0.02","21.67","0.14","0.16"
"2016/05/25","25","43.3","57.7","74.3","50.4","79.6","59.3","56.4","58.6","NA","NA","0.01","20.75","0.15","0.17"
"2016/05/26","26","45.8","59.1","70.3","47.8","69.1","60.3","58.0","59.7","NA","NA","0.00","22.20","0.15","0.19"
"2016/05/27","27","45.3","52.8","62.8","45.2","76.5","58.5","58.1","59.1","NA","NA","0.15","17.65","0.12","0.15"
"2016/05/28","28","40.9","53.1","63.8","41.8","68.8","57.3","56.4","58.0","NA","NA","0.00","18.96","0.12","0.15"
"2016/05/29","29","43.0","57.4","73.1","43.4","64.2","59.1","56.6","58.5","NA","NA","0.00","21.94","0.17","0.23"
"2016/05/30","30","37.4","55.1","73.5","40.9","64.9","59.8","56.1","59.0","NA","NA","0.00","29.23","0.19","0.23"
"2016/05/31","31","41.3","60.6","78.2","42.6","58.7","61.9","57.7","60.6","NA","NA","0.00","27.68","0.20","0.24"
"2016/06/01","1","45.2","63.5","82.2","45.8","59.2","63.1","59.4","61.9","NA","NA","0.00","21.61","0.19","0.24"
"2016/06/02","2","55.2","65.2","75.0","46.8","53.5","64.9","61.4","63.5","NA","NA","0.00","22.61","0.20","0.26"
"2016/06/03","3","48.0","65.2","81.6","45.8","54.4","66.2","61.6","64.5","NA","NA","0.00","30.03","0.22","0.27"
"2016/06/04","4","45.4","68.4","90.8","49.7","58.9","67.5","62.4","65.6","NA","NA","0.00","30.07","0.24","0.30"
"2016/06/05","5","52.3","73.2","96.3","53.5","56.9","69.9","64.2","67.3","NA","NA","0.00","29.59","0.27","0.34"
"2016/06/06","6","53.8","75.1","98.7","53.7","54.9","71.5","65.8","69.0","NA","NA","0.00","29.60","0.27","0.34"
"2016/06/07","7","50.8","72.9","94.7","49.5","51.6","71.6","66.7","69.8","NA","NA","0.00","29.54","0.27","0.34"
"2016/06/08","8","56.5","65.3","74.5","53.5","66.0","67.6","67.1","68.3","NA","NA","0.00","9.31","0.11","0.15"
"2016/06/09","9","48.6","62.9","76.4","44.3","56.9","66.9","64.1","66.6","NA","NA","0.00","27.50","0.21","0.26"
"2016/06/10","10","48.6","56.7","62.7","49.5","78.4","64.0","64.5","65.7","NA","NA","0.34","10.68","0.08","0.10"
"2016/06/11","11","45.4","53.2","65.0","44.2","72.6","60.6","61.0","62.5","NA","NA","0.05","14.66","0.12","0.15"
"2016/06/12","12","37.9","55.7","73.1","42.8","67.9","61.5","59.0","61.7","NA","NA","0.01","23.91","0.16","0.20"
"2016/06/13","13","42.3","59.2","73.1","41.7","58.4","62.0","59.9","62.4","NA","NA","0.00","22.62","0.18","0.23"
"2016/06/14","14","39.4","55.7","65.3","35.5","49.2","61.7","60.9","62.7","NA","NA","0.00","24.10","0.17","0.23"
"2016/06/15","15","32.4","50.8","66.4","35.1","60.8","59.2","58.3","60.8","NA","NA","0.00","24.06","0.15","0.19"
"2016/06/16","16","41.5","51.5","63.6","41.8","71.3","59.0","59.3","60.5","NA","NA","0.13","14.80","0.11","0.14"
"2016/06/17","17","35.8","54.7","72.3","42.0","68.7","60.2","56.8","59.9","NA","NA","0.00","28.12","0.17","0.20"
"2016/06/18","18","47.8","54.9","62.2","47.7","77.1","60.1","60.3","61.1","NA","NA","0.08","7.58","0.07","0.09"
"2016/06/19","19","39.1","55.2","70.2","42.1","66.5","60.4","57.5","60.2","NA","NA","0.00","26.98","0.17","0.21"
"2016/06/20","20","44.8","62.9","83.3","44.5","57.1","63.2","59.2","62.0","NA","NA","0.00","29.72","0.25","0.33"
"2016/06/21","21","43.1","59.7","76.3","47.7","68.6","63.6","60.1","62.9","NA","NA","0.25","25.68","0.18","0.22"
"2016/06/22","22","47.4","64.4","80.7","47.9","61.0","65.3","61.3","63.9","NA","NA","0.00","25.80","0.19","0.23"
"2016/06/23","23","48.4","60.5","77.8","48.8","69.2","63.8","62.3","64.0","NA","NA","0.00","16.80","0.16","0.20"
"2016/06/24","24","44.9","53.0","58.0","47.2","81.2","60.3","60.9","61.9","NA","NA","0.01","10.28","0.07","0.08"
"2016/06/25","25","41.4","57.8","73.6","46.9","71.6","61.4","58.8","61.2","NA","NA","0.00","23.05","0.16","0.19"
"2016/06/26","26","44.2","64.5","84.2","47.0","60.7","64.6","59.9","63.1","NA","NA","0.00","29.55","0.22","0.28"
"2016/06/27","27","48.2","69.7","91.4","49.5","55.1","67.1","62.1","65.2","NA","NA","0.00","30.27","0.26","0.33"
"2016/06/28","28","53.2","72.7","93.5","50.3","52.5","69.0","64.2","67.1","NA","NA","0.00","30.06","0.27","0.34"
"2016/06/29","29","50.5","73.0","95.6","50.4","52.9","69.7","65.4","68.2","NA","NA","0.00","28.21","0.25","0.32"
"2016/06/30","30","53.2","71.6","91.4","50.4","53.6","70.3","66.4","69.1","NA","NA","0.00","29.26","0.26","0.34"
"2016/07/01","1","45.6","68.5","87.1","47.7","53.1","69.0","66.1","68.8","NA","NA","0.00","26.99","0.23","0.29"
"2016/07/02","2","49.9","67.8","85.5","51.4","60.2","68.8","66.3","68.5","NA","NA","0.00","22.66","0.19","0.24"
"2016/07/03","3","52.4","69.9","84.2","44.8","46.3","69.0","66.3","68.6","NA","NA","0.00","25.87","0.25","0.33"
"2016/07/04","4","42.2","63.0","76.2","39.1","44.8","67.2","65.7","67.9","NA","NA","0.00","25.29","0.20","0.27"
"2016/07/05","5","42.5","60.0","72.9","44.2","59.2","65.2","64.8","66.6","NA","NA","0.18","19.18","0.16","0.21"
"2016/07/06","6","51.0","61.2","74.5","49.8","70.5","66.4","63.8","66.1","NA","NA","0.09","27.13","0.19","0.22"
"2016/07/07","7","43.2","60.2","74.1","48.7","69.2","63.9","63.3","65.2","NA","NA","0.00","15.38","0.13","0.16"
"2016/07/08","8","53.2","61.1","70.6","56.2","84.8","64.6","63.7","64.8","NA","NA","0.10","12.32","0.10","0.12"
"2016/07/09","9","49.8","62.6","74.1","49.8","68.5","64.7","63.0","64.8","NA","NA","0.05","20.71","0.16","0.20"
"2016/07/10","10","41.1","61.3","75.8","46.2","62.0","64.3","61.7","64.3","NA","NA","0.01","24.94","0.18","0.23"
"2016/07/11","11","46.9","61.7","75.0","48.7","65.7","65.1","62.5","64.7","NA","NA","0.00","22.01","0.17","0.21"
"2016/07/12","12","43.7","61.3","75.8","48.7","67.1","63.6","62.0","63.9","NA","NA","0.00","17.15","0.14","0.17"
"2016/07/13","13","47.0","65.0","82.0","48.4","60.5","66.2","62.4","64.8","NA","NA","0.00","25.56","0.21","0.26"
"2016/07/14","14","45.1","66.0","85.8","45.7","54.6","66.5","62.7","65.4","NA","NA","0.00","25.67","0.22","0.29"
"2016/07/15","15","45.8","60.4","74.0","46.9","63.2","64.8","63.6","65.3","NA","NA","0.02","20.18","0.16","0.21"
"2016/07/16","16","45.5","61.4","76.1","49.0","67.5","63.9","61.9","63.9","NA","NA","0.00","17.69","0.15","0.19"
"2016/07/17","17","55.8","65.9","82.2","51.3","63.2","66.9","63.5","65.3","NA","NA","0.00","21.47","0.20","0.26"
"2016/07/18","18","50.3","66.9","84.1","51.1","60.7","67.1","63.8","65.9","NA","NA","0.00","21.33","0.21","0.28"
"2016/07/19","19","46.2","62.3","77.1","50.1","67.5","65.6","63.8","65.6","NA","NA","0.00","14.47","0.13","0.16"
"2016/07/20","20","41.0","63.4","83.8","44.9","58.1","65.0","61.9","64.5","NA","NA","0.00","23.05","0.19","0.25"
"2016/07/21","21","42.5","68.1","92.0","44.7","51.5","67.7","62.5","65.5","NA","NA","0.00","28.93","0.25","0.32"
"2016/07/22","22","51.1","61.3","71.3","52.3","73.9","65.6","65.1","66.2","NA","NA","0.21","11.72","0.11","0.14"
"2016/07/23","23","48.6","61.5","78.8","51.3","74.2","65.2","62.5","64.6","NA","NA","0.00","21.12","0.16","0.20"
"2016/07/24","24","46.5","67.5","89.1","50.6","61.4","67.5","62.5","65.6","NA","NA","0.00","28.14","0.22","0.28"
"2016/07/25","25","50.5","72.8","95.3","51.8","55.6","70.0","64.3","67.3","NA","NA","0.00","26.58","0.24","0.30"
"2016/07/26","26","55.8","73.2","90.5","54.6","56.0","71.2","66.7","68.9","NA","NA","0.00","21.29","0.22","0.30"
"2016/07/27","27","57.6","75.3","94.3","53.9","53.2","73.3","67.6","70.0","NA","NA","0.00","26.69","0.27","0.37"
"2016/07/28","28","57.6","75.5","95.4","53.1","51.7","73.9","68.2","70.8","NA","NA","0.00","24.34","0.24","0.32"
"2016/07/29","29","55.8","77.7","97.9","51.8","46.8","74.4","68.5","71.1","NA","NA","0.00","26.82","0.27","0.35"
